,text,class
4824,التعاليم الجديده بشر موجهه للرجال والنساء الي الطبقات الاجتماعيه بدون استثناء,religon
4825,كتبت المختارات باللغه الافيستانيه لغه وثيقه بالفارسيه القديمه والسنسكريتيه الفيديه,religon
4826,كرس بوذا بقيه حياته لتعليم الناس حقيقه دعوته,religon
4827,يعتقد المسلمون الحنيفيه اساس دين ابراهيم السلام,religon
4828,يءمن المسلمون محمدا رسول الله وخاتم الانبياء المرسلين ارسل الي الثقلين كافه الجن والانس,religon
4829,تتكون التوراه نظام تشريعي متكامل منظم بل تتكون خطوط فلسفيه عريضه ذات علاقه بالدين اليهودي فضلا احتواءها علي كثير القوانين والسنن الواضحه والمحدده والتي تحكم تصرفات البشر وتتشابه القوانين التوراتيه بالقوانين والسنن الشرق الادني القديم,religon
4830,يختلف اليهود التوراه الكلمه الفصل يتعلق الامر بالديانيه اليهوديه كمرجع يرجع اليه اليهود الامور العقاءديه وينظر اليهود الي التوراه علي كلام الله املءه علي نبيه موسي طور سيناء,religon
4831,لا يوجد اسم ثان يعرف القمر القمر بيد كلمه قمر تستخدم للاشاره الي جرم سماوي صناعي يقوم بمدار معين الارض الكواكب الاخري فكوكب زحل مثلا ثمانيه عشر قمرا تابعا وهناك تسميه اخري للقمر ويسمي احيانا لونا وجانب القمر يري الارض يسمي الجانب البعيد الجانب المظلم وسمي بهذا الاسم لعدم قدره بني البشر النظر اليه الارض فلو مركبه فضاءيه علي الجانب المظلم فسيتعذر الاتصال اللاسلكي بين الارض وبين مركبه الفضاء سيتركز المقال القمر المتعارف بين الناس القمر التابع للارضيقوم القمر بدوره كامله الارض مره واحده  اسابيع تقريبا ساعه تمر يتحرك القمر بمقدار نصف درجه ويمضي القمر مدار يميل علي داءره البروج بنحو  درجاتتقاس دوره القمر الارض بالاشهر النجميه وبالاشهر الاقترانيهالدوره النجميه الفتره الزمنيه يحتاجها القمر ليدور دوره واحده الارض بالنسبه للنجوم وتستغرق  يوما وثلث اليوم الدوره الاقترانيه الفتره الزمنيه يحتاجها القمر ليدور دوره واحده الارض بالنسبه للشمس وتستغرق  يوما ونصف اليوم نفس الفتره يحتاجها القمر ليدور نفسه دوره كامله ولهذا السبب يري الناظر الارض نفس الوجه للقمرنتيجه تطابق الفتره الزمنيه ياخذها القمر دورانه نفسه وتلك ياخذها دورانه الارض يجد اهل الارض نفس الجانب القمر للارض يتغير الجانب وتاثر حركه القمر بدورانه الارض علي بحار ومحيطات الارض وتسبب ظاهره المد والجزر نعرفها اختلف العلماء علي مر السنين اصل القمر وكيف الت الامور علي النظريات تلقي تاييدا الاوساط الفلكيه تلك تنادي الارض البكر نحن ارتطم جسم كبير يقدر حجمه بحجم كوكب المريخ واقتطع الجسم الارض اقتطع وتناثر الارض قطع التحمت بعضها البعض وكونت القمر نعرفه اليوم وتعرف النظريه بنظريه الصدمه الكبري عمل العلماء علي محاكاه نظريه الصدمه الكبري اغسطس العام  ونشرت المحاكاه الموقع ولعل تشابه المواد المكونه لكتله القمر بتلك المعادن الموجوده علي كوكب الارض جعلت نظريه الصدمه الكبري نظريه مقبوله الاوساط العلميهمنذ اربع مليارات سنه ونصف القمر مغطي بالحمم البركانيه المنصهره والتي شكلت محيطات الحمم علي سطح القمر وتتكون قشره القمر المواد الاوليه التاليه يورانيوم ثوريوم بوتاسيوم اكسجين سيليكون مغنيسيوم حديد تيتانيوم كالسيوم المنيوم والهيدروجين وعندما تسقط الاشعاعات الكونيه علي تلك العناصر الاوليه تقوم تلك العناصر علي انعكاس تلك الاشعاعات بخواص مختلفه تعتمد علي طبيعه العنصر الاولي العاكس للاشعاع وبصوره اشعاعات جاما وتجدر الاشاره العناصر الاوليه علي سطح القمر تصدر اشعاعات جاما بدون الحاجه لتعرض تلك المواد الاوليه لاي نوع الاشعاعات الكونيه كاليورانيوم البوتاسيوم والثوريومقامت النيازك والشهب بالارتطام بالقمر مرات ومرات عديده ويري جليا النتوءات الواضحه علي سطح القمر حمل الكثير تلك النيازك والشهب الماء وحط علي سطح القمر بمعيه النيازك والشهب وبمجرد تعرض ماء النيازك والشهب لحراره الشمس يتفكك الماء لمكوناته الاصليه هيدروجين واكسجين وتبدا العناصر التطاير الفضاء وتبقي فرضيه وجود الماء قاءمه بوجوده علي السطح تحت قشره القمر وتقدر كميه الماء علي القمر ببليون متر مكعبيخسف القمر وقعت الارض بين اشعه الشمس وبين جزء القمر القمر فظل الارض تمر مجراها الشمس يقع علي القمر ويري اهل الارض القمر اقتطع نوره شيء وننوه هنا ليس للقمر نور طبيعي وما النور الساطع القمر الا انعكاس اشعه الشمس علي القمر الي الارض فيراه علي الارض وكانه ذو نور ساطع تحدث ظاهره خسوف القمر الا حاله القمر المكتمل بدر يخص الكسوف فيحصل الكسوف للشمس يحجب القمر اشعه الشمس الارض وتحدث ظاهره الكسوف بدايه تكوين القمر هلالاول قام باستكشاف الجانب المظلم القمر المركبه الفضاءيه السوفييتيه لونا  قامت بجولات مداريه القمر  سبتمبر  واول حط قدمه علي سطح القمر نيل ارمسترونج قاءد المركبه الفضاءيه الامريكيه ابولو   يوليو  تلك الفتره الحرب البارده اوجها بين الاتحاد السوفييتي والولايات المتحده واجج الانجاز الامريكي السباق الي الفضاء بين الاتحاد السوفييتي والولايات المتحده وضع راءد الفضاء نيل ارمسترونج لوحه معدنيه علي سطح القمر كتب هنا حطت اقدام رجال كوكب الارض يوليو  الميلاد لقد جءنا بسلام باسم البشريه وقام رواد الفضاء الثلاثه بالتوقيع علي اللوحه المعدنيه وقعها الرءيس الامريكي انذاك ريتشارد نيكسونالاسد حيوان ضخم فصيله السنوريات تسمي انثاه لبءه ويطلق علي اطفاله اسم اشبال اطلق ابتداء القرن الاول الميلادي لقب ملك الغابه اسماء الاسد اللغه العربيه السبع والليث والهزبر والورد والضرغام واسامه ويسمي بيته عرين موطن الاسود يشمل عبر التاريخ معظم اوراسيا البرتغال الي الهند بالاضافه الي افريقيا باكملهاولكن حوالي   سنه مضت انقرضت الاسود اوروبه الغربيه مالبثت انقرضت باقي اوروبه بحلول القرن الثاني للميلاد انقرضت الاسود شمالي افريقيا والشرق الاوسط الفتره مابين اواخر القرن التاسع عشر اواءل القرن العشرين تعيش معظم الجمهرات افريقيا الوسطي يظهر اعدادها تتناقص باستمرار فقد اظهرت احدي البحوث تراجع اعدادها حوالي   اواءل التسعينات القرن العشرين الي حوالي   الي   اسد بري حاليا بالاضافه الي جمهره الاسود الحاليه تواجه خطرا اخر يتمثل عزله المجموعات بعضها جغرافيا مما يزيد احتمال التناسل الداخلي بين الاقارب مما يتسبب بمشاكل وراثيه اظهرت المءسسه الكينيه للحياه البريه المجموعات حصل بداخلها تناسل داخلي ازداد متوسط عدد الاشبال لكل انثي تتوقع المءسسه ازدياد عدد المجموعه بثلاثه اضعاف خلال السنوات العشر المقبله بسبب ارتفاع نسبه الخصوبه عندها الاسود الاسيويه تنتشر تركيا الي الهند عبر ايران القوقاز حتي اليمن تبقي يعيش غابه شمال غربي الهند الواقعه ولايه غوجارات يعيش  اسد المنطقه المحميه البالغه مساحتها  كم انقرض اخر الاسود الاوروبيه اليونان بحلول العام  للميلاد السلالات المنقرضه الاخري سلاله راس الرجاء الصالح اسد راس الرجاء الصالح سلاله الكهوف اسد الكهوف الاوروبي تعايش الانسان خلال العصر الجليدي الاخير والسلاله الاميركيه الاسد الاميركي تعتبر قريبه لسلاله الكهوفيعتقد ذكور الاسود الاواءل عديمه اللبده الشعر العنق ويبدو الذكور الاوروبيه ذكور العالم الجديد استمرت عديمه الشعر حتي حوالي   سنه مضتيعتقد الذكور ذات اللبده ظهرت  سنه ويبدو الشكل الجديد ذي اللبده افضليه جعلته يوسع موطنه ويستبدل الشكل الاخر افريقيا وغربي اوراسيايعتقد العلماء اللبده تطورت لدي الاسود بسبب ضغط الانتقاء الجنسي اصبحت وحدها الاسود ذات اللبده تتناسل وهذا جعل اللبده اليوم لاتخدم غايه سوي تقريباكان العلماء يعتقدون سابقا حجم اللبده وكثافتها ولونها دليل علي سلاله الاسود المعينه يستند الي تعريف السلالات مثل اسد راس الرجاء الصالح اسد المغرب فقد اصبح يعرف العوامل الخارجيه تءثر علي حجم لون اللبده فقد ظهر الاسود حداءق الحيوان الاوروبيه الاميركيه تنمو لديها لبده اكبر ادكن لونا مما سيحصل موطنها الاصلي بغض النظر سلالتهاتمضي ذكور الاسود معظم حياتها خامله الاسود حيوانات لاحمه تعيش مجموعات تسمي زمرا مفردها زمره وتتالف الزمره الاناث ذوات القربي واشبالها بالاضافه الي ذكر ذكرين اخوين الغالب والتي تقتضدي مهمتهما باخصاب الاناث حمايه حوز الزمرهكان يعتقد الاناث وحدها تقوم بعمليه الصيد فاصبح يعرف الذكور تشارك الصيد فجميع الذكور العازبه تسيطر علي زمره خاصه تصطاد بوتيره منتظمه وحتي الذكور المسيطره تبقي تشارك الصيد احيانا الا نسبه مشاركتها تختلف حسب شكل الارض تقطنها وحسب نوعيه الطراءد المتوافره,env
4832,لاعاده العلاقه بينهم بين وزير الطيران الي سابق عهدهاشاشات اللمس يعرف بال   عباره طبقه شفافه تغطي شاشه العرض الجوالات الحاسبات اللوحيه تقوم بالتحسس لحركات اليد وللكتابه بواسطه قلم خاص,ST
4833,لقياس الاشعاع الكلي والمباشر والمنتشر ودرجه الحراره والرطوبه  دقاءق,ST
4834,لكل يسيء الي الدين وشجب مسءولون كبار تدخل الشرطه القضيه,religon
4835,للزرادشتيين طقوس خاصه الوفاه انهم يعتبرون الجسد نجسا لذا يجب عدم اختلاطه عناصر الحياه الثلاثه الماء التراب النار حتي يلوثها لذا وجب علي الزرادشتيين وفاتهم يتركوا للطيور الجارحه علي ابراج خاصه تسمي ابراج الصمت دخنه باللغه الفارسيه يقوم بهذه الطقوس رجال دين معينون تاكل الطيور جثه الميت يتم رمي العظام فجوه خاصه البرج دفنها,religon
4836,للطيران لاقناعه بالعدول قراراته بفصل عدد ضباط المراقبه الجويه,ST
4837,للمضاربين بين القطاعات لتحقيق مكاسب سعريه عوده السوق للهبوط,fin
4838,مالانغ منطقه جاوا الشرقيه يءم الصلاه مدرسته بالعربيه ترجمه,religon
4839,مايكروسوفت بالانجليزيه  شركه دوليه تعمل مجال تقنيات الحاسوب يبلغ دخلها السنوي  بليون دولار ويعمل    دوله تطور وتصنع وترخص مدي واسعا البرمجيات للاجهزه الحاسوبيهيقع المقر الرءيسي للشركه ضاحيه ريدمونت سياتل واشنطن الولايات المتحده تاسيس شركه مايكروسوفت اتخذ بيل غيتس بول مدينه البوكويركو ولايه نيو مكسيكو مقرا للشركه ثمه انتقلت الشركه الي موقعها الحالي تجدر الاشاره بيل غيتس وبول هما المءسسين والملاك لهذه الشركه تصبح الشركات العامه والمتداوله اسواق الاسهمتاسست شركه مايكروسوفت العام  م كشركه لتسويق معالجات بيسك واشتهرت شركه مايكروسوفت بهذا المنتج نظرا لجودته وتسابقت باقي الشركات لتزويد السوق بمعالجات بيسك المتوافقه معالج بيسك شركه مايكروسوفت نتيجه تكالب الشركات السباق انف الذكر اصبح معالج بيسك والمنتج شركه ميكروسوفت بمثابه المقياس معالجات بيسك وهيمنت شركه مايكروسوفت علي سوق معالجات بيسك وقام بيل غايتس وبول بتسجيل الماركه التجاريه مايكروسوفت  نوفمبر اول نظام تشغيل اصدرته ميكروسوفت نسخه نظام يونكس  اشترتها شركه  عبر ترخيص توزيع اسمته ميكروسوفت بالاسم  ووظفت شركه    لتطويعه ليعمل علي منصه تشغيل تبع ميكروسوفت النظام للمستخدم مباشره بل عبر بيعه لمصنعي الحواسيب ومع منتصف الثمينينات خرجت ميكروسوفت سوق يونكس تمامافي اواخر العام  م احتاجت شركه بي ام نظام تشغيل لجهاز الكمبيوترالشخصي المزمع طرحه الاسواق فقامت شركه مايكروسوفت بدور الوسيط بين شركه سياتل كومبيوتر برودكتس وشركه  لاستعمال نظام التشغيل  الشركه الاولي علي الاجهزه الشخصيه  قامت شركه مايكروسوفت النهايه بشراء الحقوق التجاريه ل  واسمته  وقامت شركه  بطرح الكمبيوتر الشخصي العام  نظام التشغيل الملحق بالجهاز يسمي  وقامت شركه مايكروسوفت بحفظ حقوقها تجاه المنتج  ومنح ترخيص تجاري ل  لتسويق  كنظام لتشغيل اجهزه سمحت الصفقه  لميكروسوفت تتحكم نسختها الخاصه النظام ومع انتشار الحواسيب المتوافقه  وسياسه تسويق واسعه تحولت ميكروسوفت عب صغير الي المنتجين الرءيسيين للبرمجيات سوق الحواسيب المنزليهلم تكن البرامج المستخدمه علي اجهزه الكمبيوتر الشخصي افضل الناحيه الفنيه نظيراتها المستخدمه علي اجهزه الكمبيوتر العملاقه ولكن امتازت الاولي الثانيه بانها اعطت درجه الحريه استخدام البرامج بشكل افضل ناهيك رخص تكلفه البرامج تعمل علي اجهزه الكمبيوتر الشخصيه بالمقارنه تكلفه نفس البرامج تعمل علي اجهزه الكمبيوتر العملاقه تجدر الاشاره اهم اسباب سرعه هيمنه شركه مايكروسوفت علي عالم البرمجيات الطفره انتشار الحاسب الشخصي حقبه الثمانينات القرن الماضي,ST
4840,محدث لطاقه الرياح بالمملكه,ST
4841,مرسيدس تتخذ النجمه الثلاثيه شعارا علامه تجاريه لسيارات حافلات شاحنات انتاج شركه دايملر كرايسلر الالمانيه والتي يعود تاريخها الي عام  تاتي فكره النجمه الثلاثيه فكره اله للاستخدام الثلاثي ارض جو بحر اسم مرسيدس النعمه البركه باللغه الاسبانيه فهو يعود الي مرسيدس يلنيك ابنه اميل يلنيك ينظم سباقات الشركه وبما بتفاءل باسم ابنته يسمي سياره السباق ونظرا للفوز المتكرر اصبح اسم الابنه مرسيدس اسم اشهر وافخم السيارات العالم والتي يقع مقرها الام شتوتغارت جنوب المانيا شركه باع طويل صناعه السيارات الفخمه ذات الجوده العاليه تتميز سياره المرسيدس بالفخامه القوه طول العمر يركز العلماء المهندسون علي راحه الساءق الركاب امان الرحله المحركات فهي الراءده تصنيع محركات الدفع الخلفي القويه الكبيره علي هيءه متواليه تعطي عزما اكبر للمحرك يمتاز محرك المرسيدس بالعزم الكبير طول العمر اذ المحركات بقاءا طول خدمهسجلت الشركه المنتجه لسياره المرسيدس العديد براءات الاختراع فهي تضمن نظام الكوابح المانعه للتعليق اتي بفكره الوساءد الهواءيه نظام الاضواء المتحركه عجله القياده لتقليل المفاجات المنعطفات نظام الامن الحادث غيرها انظمه السلامه الامان المتعدده,ST
4842,مساعده الامانه لبلديه الرصيفه مقاومه الحشرات والتخلص القوارض خلال,env
4843,معلومات الاشعاع الشمسي,ST
4844,مقارنته بالاجهزه المشابهه دوليا طريق المشاركه انشطه المعايره ترعاها,ST
4845,مكب الرصيفه قدم رءيس نادي شباب الرصيفه درعا لامين عمان تقديرا لدعمه للحركه,env
4846,ملتزمه بوجود ضمان رقابه داءمه ومستمره بعدم طرح النفايات مكب الرصيفه,env
4847,الصفات الخارجيه المالوفه لدي جميع فصاءل الدببه الذيل القصير بالاضافه الي دقه حواس الشم السمع مخالب خمسه قابله للارتداد فراء طويل اشعث كثيفللدببه اجساد ضخمه قواءم قويه تمكنها الوقوف منتصبه تمتلك اكف عريضه خطوم طويله اذنين مستديرتينيستخدم الدب اسنانه للدفاع النفس كادوات يختلف استعمالها بحسب حميه الدب تستخدم المخالب للتمزيق الحفر الامساكيظن الدببه السوداء غيرها الفصاءل تقدر علي تمييز الالوان مما يساعدها علي التعرف علي الفاكهه البندقتمتلك الدببه  الي  سنا بحسب الفصيله تنتمي اليها تعد الاسنان مختصه قتل الفراءس اسنان السنورياتتعتبر انياب الدببه اصغر حجما انياب اللواحم الاخري تظهر انيابها طويله حاده متخصصه قتل الطراءد عوضا فانها تستخدمها للدفاع النفس كادواتتكون اضراس الدب الطاحنه عريضه مسطحه تستخدم لتمزيق طحن المواد النباتيه تحويلها الي قطع صغيره تمتلك الدببه اربعه قواءم ينتهي بخمسه مخالب حاده قابله للارتداد علي عكس السنوريات وتستخدم المخالب لعده اغراض تسلق الاشجار فتح اعشاش النمل الابيض النحل الحفر لايجاد الجذور التقاط الطريده حسب الفصيله المعينهتلقي الدببه بكامل وزنها علي اخماص اقدمها المشي علي عكس معظم اللواحم الاخري تميل للمشي علي اصابعها حيت يلمس الكعب الارض تستخدم المخالب للتوازن وبالرغم الدببه ابطا معظم اللواحم فانها تقدر علي العدو بسرعه تصل الي  كلم الساعهغالبا فراء الدب طويلا اشعث تختلف الوانه بحسب الفصيله يتراوح الابيض الاشقر القشدي الاسود الابيض الي الاسود الكلي الابيض الكلي تختلف الوان الفراء بداخل الفصيله نفسها حاله الدببه الاميركيه السوداء تتراوح الوانها الاسود البني الخمري الاسود المزرق تمتلك فصاءل الدببه مثل دب الشمس الدب ابو نظاره علامات باهته علي وجهها صدرها تكون ذكور الدببه جميع الفصاءل اضخم حجما الاناث ولكن الاختلاف بين الاجناس يتباين يظهر فارقه الضخم الفصاءل الاكبر حجما فذكور الدببه القطبيه تزن ضعفي وزن الاناث بينما تكون ذكور اناث الفصاءل الاصغر حجما متماثله الوزن تقريباتمتد حياه الدب حوالي  الي  سنه المعروف الدببه البريه تنفق سن اقل تلك للدببه الاسيرهتعيش الدببه مساكن مختلفه متنوعه تتراوح الناطق الاستواءيه الي القطب الشمالي الغابات الي الحقول الثلجيهالدببه حيوانات قارته اكله للحوم النبات رغم الفصاءل تتخصص بحميه معينه فقط مثل الدب القطبي تقتات الدببه العاده علي الثديات الصغيره الجذور البندق التوت تقصد مجري ماءيا لاصطياد الاسماكتتنقل الدببه لمسافات بعيده الغالب لايجاد طعامها تصطاد الغالب الغسق الفجر الا تواجد الانسان علي مقربه منهاتعيش الدببه الغالب حياه منفرده ماعدا الامهات تعتني بصغارها خلال موسم التزاوج اجتماع الذكور الاناثتءلف الدببه مجموعات صغيره الطعام متوفرا بكثره منطقه صغيره فقط تفعل الدببه الالاسكيه البنيه سلاله كودياك السلاله الشيباء عندمل تتجمع المنطقه ذاتها للاقتيات علي سمك السلمون خلال هجره السلمون السنويه تسبح الاسماك بعكس التيار لتصل الي اراضي تفريخهاتعيش سلالات انواع اخري الدببه حياه منفرده تتقاطع منطقه الذكر منطقه الانثي يدافع منهما منطقته الجنس المثيلتغادر الذكور اليافعه امهاتها الغالب لكي تععيش وحدها منلطق اخري بينما تقطن الاناث منطقه تتقاطع منطقه والدتها تتنقل الدببه عبر مناطق شاسعه للعثور علي طعامها تتذكر جميع التفاصيل للمنطقه تغطيها تعود لاحقا الي المواقع الطعام وفيرا عبر المواسم السنين الماضيهتستطيع الدببه تتسلق الاشجار سعيا وراء طريده للحصول علي النباتات يشذ القاعده سوي الدييه القطبيه الدببه البنيه البالغه يصعب وزنها تسلق الاشجارتعتبر فصاءل الدببه الاكبر حجما مثل الدب القطبي الدب الاشيب السلاله الشيباء للدب البني خطره علي الانسان سيما المناطق اعتادت علي الانسان الدببه العاده خجوله تخاف الانسان بسهوله الا سوف تدافع جراءها بشراسه حال اقتضي الامر,env
4848,المكب طريق سحب الغازات خلال ابار خاصه لذلك والعمل علي تحويلها,env
4849,جانبه اضاف عبد اللطيف الملا مدير عام مايكروسوفت جنوب الخليج حظيت دوكونت خلال الحل المبتكر وفرته لشرطه دبي باستخدام تقنيات مايكروسوفت المتطوره بالفرصه للتنافس مطوري البرمجيات والانظمه الحاسوبيه العالميين واكتساب شهره عالميه وعليه فاننا نهنء دوكونت ونتمني لهم المزيد النجاح,ST
4850,جانبه اضاف عبد اللطيف الملا مدير عام مايكروسوفت جنوب الخليج حظيت دوكونت خلال الحل المبتكر وفرته لشرطه دبي باستخدام تقنيات مايكروسوفت المتطوره بالفرصه للتنافس مطوري البرمجيات والانظمه الحاسوبيه العالميين واكتساب شهره عالميه وعليه فاننا نهنء دوكونت ونتمني لهم المزيد النجاح,ST
4851,جهه اخري قام الباحثون معهد بحوث الطاقه بتنفيذ مشروع لمسح وتقييم مصادر,ST
4852,مناطق السعوديه للاستفاده الطاقه الشمسيه وطاقه الرياح لتطوير الانتاج,ST
4853,منطقه لاخري استكمال فتره الرصد المنطقه تتراوح بين سنه و سنوات,ST
4854,نشات البوذيه شمالي الهند وتدريجيا انتشرت انحاء اسيا التيبت فسريلانكا الي الصين منغوليا كوريا فاليابان,religon
4855,نظرا لقدره الفضه الفاءقه علي قتل البكتريا والكاءنات الدقيقه الطحالب استخدمها العرب تنقيه الماء الماء توضع القرب المصنوعه جلد الشاهويملا مايقرب ثلاثه ارباعها بالماء والباقي هواء ويوضع الماء قطع معدنيه عملات الفضه اثناء الرحلاات طويلت المسافات تهتز القربهفتحتك القطع ببعضها البعض مما ينتج عنه ذوبان جزء بسيط الفضه الماء صوره مسحوق فاءق النعومه يءدي الي قتل البكتريا وتطهير الماءيمكن استخدام الفضه حديثا تنقيه المياه بدلا استخدام الكلور الغير امن صحيا اثبتت الدراسات الجرعه المستخدمه الفضه تنقيه الماء اقل البليون يعادل ملليجرام المتر المكعب الماء وهذا يعني تكلفه التنقيه تصل الي حوالي نصف قرش بالعمله المصريه بينما الكلور يكلف ثلاثه قروش الي جانب المخاطر علي العاملين والسكان المحيطون غاز الكلور الدراسات الحديثه اثبتت الكلور مسبب للسرطان ويسبب اجهاض الحوامل يمنع التصاق الجنين بجدار الرحم المنطلق استخدام الفضه تعقيم الانواع الاخري المياه كالمياه المستخدمه محطات توليد الكهرباء ومياه الصرف الصحي وابراج التبريد الصناعيه ومياه حمامات السباحهللفضه تطبيقات طبيه مثل صناعه المراهم وحاليا يتم استخدام الفضه علاج مرضي الاقدام السكريه يتم ضبط نسبه السكر الجسم واستخدام حمامات الماء المضاف اليه ماء الاكسجين والمطعم بايون الفضه يقوم بقتل الكاءنات الدقيقه الملوثه للقروح القدم تترك طبقه خفيفه الفضه تقوم بمنع نمو كاءنات اخريبينت الدراسات الحديثه للفضه تاثير معلوم الميكانيكيه علي الحاله النفسيه للانسان ولهذا تستخدم ادويه العلاج النفسيه معظم ادويه الولايات المتحده الامريكيه تساهم الوقايه الامراض الخطيره لذا انتشر امريكا مايسمي بمعلق الفضه محلول ذاءب كميات كثيره الفضه صوره مسحوق فاءق النعومه بنسبه تصل الي حوالي  ملليجرام اللتر الفضه والذي يتم تناوله طريق الفم بمعدل ملعقه شاي يومياالبحر يطلق علي تجمع كبير للمياه المالحه يتصل بالمحيط علي البحيرات المالحه المتصله ببحار محيطات اخري كبحر قزوين والبحر الميت يعد مصطلح البحر مسمي عاما لكل تجمع لابحري اكبر الخور واصغر المحيط العرب قديما يستخدمون مصطلح بحر علي تجمع للماء الكثير مالحا عذبا يستخدموا كلمه محيط فقد كانوا يطلقون علي المحيط الاطلسي مسمي بحر الظلماتيشغل البحر مساحه سطح الارض اكبر مما تشغله اليابسه موطن للملايين الكاءنات وتعيش البحر حيوانات نباتات مختلف الاشكال الالوان الاحجام حيوانات البحر ونباتاته هامه جدا بالنسبه للانسان كمصدر للطعام فهناك حيوانات البحر مثل السرطان الجراد الاسماك العديد انواع الاسماك الصدفيه يمكننا تناوله كطعام الفرق بين البحر والمحيط يعتمد علي عده عوامل الحجم طبيعه السواحل عمق القاع درجه ملوحه المياه بالنسبه لمساحه البحر فهي اصغر المحيط وعمق البحر لايزيد  متر الفوارق الاساسيه بين البحر والمحيط البحر عباره مساحه محاطه باليابسه بنسب واشكال مختلفه تتميز البحار المحيطات بوجود تنوع بيولوجي اكبر التنوع المتوفر المحيطات الاختلاف عمق البحر والمحيط يجعل البحر تاثرا بكثير الظواهر الطبيعيه اهمها ظاهره المد والجزر يجعلها شديده التاثر بظاهره الاحتباس الحراريحركه البحر عباره مد جزرفي بلادنا توجد شواطء لاربع بحار البحر المتوسط البحر الميت بحيره طبريا خليج ايلاتقسم شاطء البحر المتوسط تمتلكه مءسسات مختلفه بحيره طبريا فهي ليست كبيره وشريط الساحل خليج ايلات يمتد لعده كيلو مترات فقط بالنسبه للبحر الميت فانه يجتذب الكثير المستحمين بسبب ملوحه مياههلذا ففي ايام الصيف يءم الشواطء الكثير الناس للسياحه ولقضاء الوقت تكتظ الشواطءمن المهم نعرف كيف نحافظ علي الشواطءسلامتها نظافتها تتلوث شواطء البلاد بدون انقطاع مما يقذف البحر للشاطء بما يلقيه الناس علي الشاطء يبقونهتقوم الهيءات المسءوله المناسبه بتحمل معظم مسءوليه النظافه تزيل التلوثات الكبيره التلوث يسببه الناس فامر يهمنا كلنا منعهتتكون الحياه النباتيه للشاطيء اساسا انولع مختلفه الطحالب وهناك نوعان الطحالب الطحالب تجرفها التيارات الطحالب الثابته والنوع الاول صغير الحجم جدا اغلبه يتكون خليه واحده ولكنها تستطيع تنمو مثل نبات تخر النوع الثاني الطحالب الثابته طحالب البحر فهي كبيره الحجم الوان متعدده وتعتبر الطحالب النباتات اهميه لانها تزود الملايين حيوانات البحر بما تحتاج اليه طعام تصلح غذاء للانسان,env
4856,نفسه تصرف مسيء للاسلام,religon
4857,اكده بحث رسمي مكتب الاحصاء الهولندي واشار البحث الي الهولنديين,ST
4858,السءال الثاني اجره الخطيءه الموت المسيح قام فعلا بدفع الاجره فلماذا يموت المءمنون الطالبين للخلاص لانه وبحسب الايمان المسيحي يتحرر المءمن الموت الروحي لان انسان مستعبد للخطيءه ميت حتي حي فبالنسبه للمسيحيين تبدا الحياه الحقيقيه بالايمان وقيامه المسيح وعد للقيامه المءمنين العامه اليوم الاخير,religon
4859,اسس العقيده الاسلاميه الايمان بوجود اله الله وانهم يتبعون الحنيفيه مله ابراهيم السلام,religon
4860,وادي الي ازدياد وطاه تعذيب البابيين تفاصيله العديد المءرخين الشرقيين والغربيين,religon
4861,وازداد عدد اتباع الباب رغم حبسه وذلك بتيجه جهود اتباعه وقياداتهم,religon
4862,واصدر مجلس علماء اندونيسيا جاوا الشرقيه فتوي الممارسه,religon
4863,واعرب العبادي امله يسهم المشروع خدمه القطاعات البحثيه والحكوميه,ST
4864,واقام بهاء الله العراق عده سنوات قام خلالها بتدبير شءون البابين شملهم,religon
4865,البحث  الهولنديين يستخدمون الانترنت السريع عبر اشتراكات,ST
4866,البحث الدنمارك تحتل المركز الاول بين دول الاتحاد الاوروبي,ST
4867,المهندس الحديد خلال الاحتفال اقيم مصنع الغاز الحيوي التابع لامانه,env
4868,تمت الاستفاده المشروع نشر الاصدار الثاني تحديث الاطلس,ST
4869,والاسلام ليس حصريا علي شعب شعب قوم قوم بل دعوه شامله للبشريه كافه بغيه تحقيق العدل والمساواه للبشر كافه,religon
4870,والاسلام التسليم للخالق والخضوع وتسليم العقل والقلب لعظمه الله وكماله الانقياد بالطاعه وتوحيده بالعباده والبراءه الشرك سبحانه,religon
4871,والايه  سوره البقره واذ اتينا موسي الكتاب والفرقان لعلكم تهتدون,religon
4872,والتوراه تتكون الكتب الاسفار الخمسه الاولي الكتاب المقدس,religon
4873,والدين البهاءي معترف رسميا العديد دول العالم وينتشر  بلدا ودوله وله تمثيل حكومي منظمه الامم المتحده بدايه نشاتها وكذلك الاوساط العلميه والدينيه والاقتصاديه العالم,religon
4874,والظهران وظلم ويجري حاليا الرصد القريه الشمسيه بالرياض والجوف وجنوب,ST
4875,والقران الكتاب المنزل الله علي محمد طريق جبريل السلام,religon
4876,والقران مصدر التشريع الاسلامي الاول وتعتبر السنه النبويه المصدر الثاني التشريع الاسلامي,religon
4877,والماكينات الخاصه لذلك والتي تسهم بتخفيض الغازات المنبعثه بنسبه ,env
4878,والمسيحيه اليهوديه كانتا موجودتان شبه الجزيره العربيه اشهر رموزها بحيرا الراهب وغيره,religon
4879,والمعني العام لكلمه الاسلام الانقياد التام للخالق بالتوحيد والاذعان بالطاعه والبراءه الشرك واهله,religon
4880,واما معناه الاصطلاحي فهو الدين جاء محمد والشريعه ختم الله تعالي الرسالات السماويه,religon
